<HTML>
<HEAD><TITLE>OMNIWeb Results</TITLE></HEAD>
<BODY>
<center><font size=5 color=red>OMNIWeb Plus Browser Results </font></center><br>
<B>Listing for omni2 data from 20170101 to 20170201</B><hr><pre>Selected parameters:
 1 Bartels rotation number
 2 ID for IMF spacecraft
 3 ID for SW Plasma spacecraft
 4 # of points in IMF averages 
 5 # of points in Plasma averag.
 6 Scalar B, nT
 7 Vector B Magnitude,nT
 8 Lat. Angle of B (GSE)
 9 Long. Angle of B (GSE)
10 BX, nT (GSE, GSM)
11 BY, nT (GSE)
12 BZ, nT (GSE)
13 BY, nT (GSM)
14 BZ, nT (GSM)
15 RMS_magnitude, nT
16 RMS_field_vector, nT
17 RMS_BX_GSE, nT
18 RMS_BY_GSE, nT
19 RMS_BZ_GSE, nT
20 SW Plasma Temperature, K
21 SW Proton Density, N/cm^3
22 SW Plasma Speed, km/s
23 SW Plasma flow long. angle
24 SW Plasma flow lat. angle
25 Alpha/Prot. ratio
26 sigma-T,K
27 sigma-n, N/cm^3)
28 sigma-V, km/s
29 sigma-phi V, degrees
30 sigma-theta V, degrees
31 sigma-ratio
32 Flow pressure
33 E elecrtric field 
34 Plasma betta
35 Alfen mach number
36 Magnetosonic Much num.
37 Kp index
38 R (Sunspot No.)
39 Dst-index, nT
40 ap_index, nT
41 f10.7_index
42 AE-index, nT
43 AL-index, nT
44 AU-index, nT
45 pc-index
46 Lyman_alpha
47 Proton flux (>1 Mev)
48 Proton flux (>2 Mev)
49 Proton flux (>4 Mev)
50 Proton flux (>10 Mev)
51 Proton flux (>30 Mev)
52 Proton flux (>60 Mev)
53 Flux FLAG

YEAR DOY HR   1   2  3  4   5     6     7     8     9    10    11    12    13    14    15    16    17    18    19       20    21    22    23    24    25       26    27    28    29    30    31    32     33     34    35   36  37 38    39  40    41   42    43    44    45    46        47       48       49       50       51       52  53
2017  19 15 2502 51 51  62  35   4.9   4.2   4.8  92.6  -0.2   4.2   0.4   4.1   1.0   0.2   2.5   1.0   1.0   2.0  175128.   3.1  605.  -1.1   0.4 0.046   23901.   0.2    8.   0.9   1.6 0.004  2.24  -0.60   1.63  10.9  7.0 20  33   -12   7  77.0  230  -221     9 999.9  3.83 999999.99 99999.99 99999.99     0.19     0.11     0.08 -1
2017  19 16 2502 51 51  59  33   4.9   3.8  29.3  78.3   0.7   3.3   1.9   2.9   2.5   0.3   2.9   2.2   1.3   1.3  160468.   3.2  608.  -0.3  -0.9 0.046   32800.   0.4   20.   1.1   1.1 0.009  2.34  -1.52   1.60  11.1  7.2 20  33   -13   7  77.0  234  -202    32 999.9  3.83 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  19 17 2502 51 51  59  36   4.9   4.0  18.5  73.9   1.1   3.7   1.3   3.3   2.1   0.3   2.7   1.5   1.3   1.9  148000.   3.0  608.  -0.9  -0.5 0.049   29129.   0.2   11.   0.9   1.7 0.004  2.22  -1.28   1.44  10.7  7.2 20  33   -12   7  77.0   93   -81    13 999.9  3.83 999999.99 99999.99 99999.99     0.16     0.09     0.07 -1
2017  19 18 2502 51 51  56  31   5.1   4.4   5.1 142.4  -3.4   2.7   0.4   2.5   1.1   0.2   2.6   1.0   1.4   1.9  122231.   2.8  563.  -0.3  -0.1 0.053   29131.   0.3   14.   1.8   2.3 0.004  1.80  -0.62   1.12   9.2  6.6 10  33   -15   4  77.0  176  -156    20 999.9  3.83 999999.99 99999.99 99999.99     0.18     0.10     0.06 -1
2017  19 19 2502 51 51  62  36   5.3   4.7  -3.8 150.3  -4.0   2.3  -0.3   2.3   0.4   0.1   2.3   1.0   2.0   0.8   97184.   2.7  552.   0.4   0.9 0.059   23858.   0.5   11.   2.5   1.3 0.006  1.70  -0.22   0.90   8.6  6.4 10  33   -16   4  77.0  145  -136     9 999.9  3.83 999999.99 99999.99 99999.99     0.18     0.09     0.06 -1
2017  19 20 2502 51 51  60  36   5.7   5.3  12.1 109.0  -1.7   4.9   1.1   4.2   2.7   0.1   1.8   0.9   0.7   1.3   97086.   2.4  579.  -1.7  -0.4 0.053   13885.   0.2   11.   0.8   1.5 0.004  1.63  -1.56   0.69   7.9  6.2 10  33   -15   4  77.0   78   -68    10 999.9  3.83 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
2017  19 21 2502 51 51  61  34   5.5   4.8  16.4 118.6  -2.2   4.0   1.4   3.2   2.8   0.1   2.5   1.1   0.9   2.0  107124.   2.7  573.  -0.8  -0.3 0.056   24707.   0.3   13.   1.3   2.6 0.005  1.81  -1.60   0.87   8.6  6.5 17  33   -15   6  77.0   52   -38    14 999.9  3.83 999999.99 99999.99 99999.99     0.15     0.08     0.06 -1
2017  19 22 2502 51 51  61  35   5.0   3.3  20.0  94.0  -0.2   3.1   1.1   2.4   2.2   0.4   3.6   1.2   1.5   3.1  129948.   3.0  594.  -0.0  -0.1 0.058   24602.   0.5   13.   1.7   3.0 0.005  2.18  -1.31   1.29  10.3  7.1 17  33   -13   6  77.0   58   -37    21 999.9  3.83 999999.99 99999.99 99999.99     0.15     0.08     0.06 -1
2017  19 23 2502 51 51  58  36   4.3   2.3  56.7 131.7  -0.8   0.9   1.9   0.1   2.1   0.5   3.5   1.5   1.8   2.7  152000.   3.2  590.   2.3  -0.6 0.058   34694.   0.3   13.   1.7   2.3 0.008  2.29  -1.24   2.02  12.3  7.4 17  33   -14   6  77.0  121  -101    20 999.9  3.83 999999.99 99999.99 99999.99     0.18     0.09     0.06 -1
2017  20  0 2502 51 51  60  34   4.8   4.3  29.0 139.1  -2.9   2.5   2.1   1.5   2.9   0.2   1.9   0.8   1.2   1.3  126078.   3.2  567.   0.7  -0.6 0.061   21270.   0.3    9.   1.5   1.4 0.007  2.14  -1.64   1.47  10.6  7.0 30  56   -13  15  80.6  174  -143    31 999.9  3.87 999999.99 99999.99 99999.99     0.15     0.09     0.06 -1
2017  20  1 2502 51 51  60  34   4.9   4.5 -12.9 124.9  -2.5   3.6  -1.0   3.7   0.3   0.2   1.7   0.9   0.8   1.2  110157.   3.0  566.  -0.4   1.4 0.049   17381.   0.3   12.   1.2   1.4 0.006  1.92  -0.17   1.24  10.0  7.0 30  56   -14  15  80.6   53   -13    40 999.9  3.87 999999.99 99999.99 99999.99     0.18     0.09     0.06 -1
2017  20  2 2502 51 51  60  37   4.8   4.2 -18.8 122.5  -2.1   3.4  -1.4   3.7  -0.2   0.3   2.1   0.9   0.8   1.7  106211.   3.0  567.  -0.5   1.2 0.048   18077.   0.4    9.   1.0   1.7 0.010  1.92   0.11   1.27  10.2  7.1 30  56   -16  15  80.6   83   -45    38 999.9  3.87 999999.99 99999.99 99999.99     0.16     0.10     0.07 -1
2017  20  3 2502 51 51  59  35   4.3   3.8 -16.0 117.8  -1.7   3.2  -1.0   3.4   0.0   0.1   1.8   1.2   0.7   1.2  119610.   3.1  572.  -0.9   1.0 0.057   19733.   0.4   14.   0.8   1.3 0.005  2.08  -0.00   1.73  11.7  7.4 33  56   -14  18  80.6  197  -151    46 999.9  3.87 999999.99 99999.99 99999.99     0.19     0.10     0.07 -1
2017  20  4 2502 51 51  61  37   4.6   3.5 -16.0 100.3  -0.6   3.3  -1.0   3.4  -0.2   0.3   2.9   1.8   1.4   1.9  111802.   2.9  574.  -0.8   1.1 0.054   22152.   0.4   16.   1.4   1.4 0.006  1.94   0.11   1.37  10.6  7.2 33  56   -12  18  80.6   56   -23    33 999.9  3.87 999999.99 99999.99 99999.99     0.18     0.11     0.07 -1
2017  20  5 2502 51 51  58  35   4.6   4.1 -27.3 109.8  -1.2   3.4  -1.9   3.7  -1.2   0.3   2.1   1.0   1.1   1.4  109849.   3.1  569.  -1.1   1.4 0.047   15217.   0.3    8.   0.9   1.1 0.004  1.99   0.68   1.45  10.9  7.3 33  56   -11  18  80.6   62   -31    31 999.9  3.87 999999.99 99999.99 99999.99     0.18     0.09     0.07 -1
2017  20  6 2502 51 51  60  37   4.4   4.2 -40.1 168.6  -3.2   0.6  -2.7   1.0  -2.6   0.2   1.2   0.3   1.0   0.6   98429.   2.9  551.   1.0   2.7 0.048   19676.   0.4    5.   1.1   0.9 0.006  1.75   1.43   1.41  10.7  7.2 20  56   -12   7  80.6   91   -65    26 999.9  3.87 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
2017  20  7 2502 51 51  59  34   4.2   4.0 -18.9 159.5  -3.6   1.3  -1.3   1.4  -1.2   0.2   1.1   0.3   0.6   0.8   98834.   3.4  546.   0.2   1.0 0.053   24624.   0.3    5.   1.0   1.1 0.005  2.05   0.66   1.82  12.0  7.5 20  56    -7   7  80.6  257  -171    86 999.9  3.87 999999.99 99999.99 99999.99     0.17     0.09     0.06 -1
2017  20  8 2502 51 51  60  37   3.7   3.5   2.1 158.7  -3.2   1.3   0.1   1.3   0.2   0.2   1.2   0.4   0.6   1.0  102015.   3.4  544.   0.3   1.0 0.058   20947.   0.5    2.   0.8   0.8 0.003  2.07  -0.11   2.38  13.6  7.8 20  56    -9   7  80.6  137  -108    29 999.9  3.87 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  20  9 2502 51 51  60  36   3.6   3.2  18.2 136.6  -2.2   2.1   1.0   2.1   1.1   0.4   1.7   0.8   1.0   1.1  115922.   2.8  545.  -0.8   0.1 0.055   22631.   0.4    6.   1.1   1.0 0.004  1.69  -0.60   2.20  12.7  7.4 13  56   -13   5  80.6  131   -92    39 999.9  3.87 999999.99 99999.99 99999.99     0.17     0.09     0.06 -1
2017  20 10 2502 51 51  62  37   3.8   2.8  22.6 109.8  -0.9   2.4   1.1   2.4   1.2   0.2   2.4   1.4   1.0   1.6  109942.   2.7  554.  -1.3   0.3 0.048   22220.   0.3   12.   1.2   1.4 0.004  1.65  -0.66   1.85  12.0  7.4 13  56   -13   5  80.6  125   -76    50 999.9  3.87 999999.99 99999.99 99999.99     0.19     0.11     0.08 -1
2017  20 11 2502 51 51  60  35   3.5   2.6  65.7 132.7  -0.7   0.8   2.4   0.7   2.4   0.3   2.3   1.7   1.2   0.9  106554.   2.7  555.   0.1  -0.6 0.048   25156.   0.3   17.   1.3   1.2 0.005  1.66  -1.33   2.15  13.0  7.7 13  56   -12   5  80.6   69   -32    38 999.9  3.87 999999.99 99999.99 99999.99     0.15     0.09     0.06 -1
2017  20 12 2502 51 51  59  36   3.2   2.8  76.3  78.0   0.1   0.6   2.7   0.5   2.7   0.2   1.6   1.4   0.4   0.4  120808.   2.8  557.  -0.0  -1.0 0.045   17257.   0.2   13.   0.8   0.9 0.004  1.71  -1.50   2.83  14.6  7.8 23  56   -15   9  80.6  182  -144    38 999.9  3.87 999999.99 99999.99 99999.99     0.18     0.10     0.07 -1
2017  20 13 2502 51 51  59  35   3.4   1.7  12.0 184.1  -1.6  -0.1   0.3  -0.1   0.3   0.7   2.9   1.8   1.4   1.9  111158.   2.8  548.  -0.2   0.3 0.047   30213.   0.5   15.   1.3   1.4 0.005  1.67  -0.16   2.41  13.5  7.7 23  56   -15   9  80.6  269  -221    48 999.9  3.87 999999.99 99999.99 99999.99     0.17     0.10     0.08 -1
2017  20 14 2502 51 51  60  37   3.9   3.7 -20.0 225.0  -2.5  -2.5  -1.3  -2.3  -1.6   0.4   1.1   0.5   0.8   0.6  116056.   2.8  546.   2.1   2.1 0.047   22727.   0.4    4.   1.3   0.9 0.005  1.66   0.87   1.87  11.7  7.2 23  56   -17   9  80.6  135   -90    46 999.9  3.87 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  20 15 2502 51 51  58  31   4.6   4.5  -6.6 212.9  -3.8  -2.4  -0.5  -2.3  -0.9   0.2   1.0   0.5   0.7   0.5   65700.   2.3  520.   2.5   1.9 0.040   14070.   0.3   11.   0.6   0.7 0.008  1.20   0.47   0.88   8.6  6.5 10  56   -13   4  80.6  183  -148    35 999.9  3.87 999999.99 99999.99 99999.99     0.17     0.09     0.06 -1
2017  20 16 2502 51 51  62  35   4.5   4.2   6.6 157.4  -3.9   1.6   0.5   1.5   0.8   0.2   1.6   0.7   1.2   0.8   87316.   3.5  521.  -1.6   0.5 0.054   24259.   0.6   10.   1.3   1.0 0.008  1.93  -0.42   1.55  10.8  7.1 10  56   -10   4  80.6   54   -20    34 999.9  3.87 999999.99 99999.99 99999.99     0.18     0.10     0.07 -1
2017  20 17 2502 51 51  57  35   5.0   4.5 -21.4 142.1  -3.3   2.6  -1.6   2.9  -0.9   0.1   2.1   1.0   1.7   0.5  100557.   3.5  530.  -2.1   0.8 0.053   16679.   0.4   11.   1.6   0.7 0.007  1.99   0.48   1.33   9.9  6.8 10  56   -12   4  80.6   57   -49     8 999.9  3.87 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  20 18 2502 51 51  64  35   4.9   4.6 -27.2 176.5  -4.0   0.2  -2.1   0.8  -2.0   0.3   1.9   0.8   1.7   0.5   75924.   2.9  518.   0.4   0.3 0.047   34036.   0.8   13.   1.6   1.3 0.009  1.54   1.04   1.03   9.0  6.6 23  56   -15   9  80.6  251  -214    37 999.9  3.87 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
2017  20 19 2502 51 51  59  33   3.6   3.0  17.5  91.7  -0.1   2.8   0.9   2.4   1.7   0.4   1.9   1.1   1.0   1.2  126219.   2.8  549.  -0.4  -2.6 0.064   21147.   0.2    7.   1.1   1.0 0.007  1.77  -0.93   2.29  12.8  7.4 23  56   -13   9  80.6  308  -287    21 999.9  3.87 999999.99 99999.99 99999.99     0.19     0.10     0.08 -1
2017  20 20 2502 51 51  60  37   4.2   3.7  25.6  98.9  -0.5   3.3   1.6   2.5   2.7   0.2   1.8   1.1   1.1   1.0  132787.   3.2  543.  -0.9  -2.6 0.066   18821.   0.2    8.   1.1   0.9 0.006  1.99  -1.47   1.97  11.6  7.0 23  56   -10   9  80.6   71   -30    41 999.9  3.87 999999.99 99999.99 99999.99     0.16     0.09     0.07 -1
2017  20 21 2502 51 51  58  34   4.1   3.0  20.3 171.2  -2.8   0.4   1.0   0.0   1.1   0.2   2.7   1.2   2.1   1.1  157617.   3.7  525.   1.2  -1.8 0.066   25578.   0.4    8.   1.5   1.1 0.005  2.15  -0.58   2.62  12.3  6.8 27  56    -9  12  80.6   35   -13    22 999.9  3.87 999999.99 99999.99 99999.99     0.16     0.08     0.06 -1
2017  20 22 2502 51 51  61  38   4.1   3.7 -21.8 199.6  -3.2  -1.1  -1.4  -0.5  -1.7   0.1   1.8   0.6   1.1   1.3  142448.   3.8  522.   2.4  -0.4 0.056   19304.   0.2    5.   1.1   1.4 0.008  2.12   0.89   2.55  12.4  6.9 27  56    -8  12  80.6   47   -26    21 999.9  3.87 999999.99 99999.99 99999.99     0.16     0.09     0.07 -1
2017  20 23 2502 51 51  58  32   4.6   4.4 -29.3 189.6  -3.8  -0.6  -2.1   0.3  -2.2   0.2   1.3   0.8   0.7   0.6  100486.   3.7  512.   2.0   0.3 0.048   23290.   0.5   10.   0.8   0.6 0.004  1.93   1.13   1.66  10.7  6.9 27  56   -10  12  80.6  156  -124    32 999.9  3.87 999999.99 99999.99 99999.99     0.18     0.10     0.07 -1
2017  21  0 2502 51 51  61  36   5.7   3.8  22.8  58.6   1.8   3.0   1.5   2.2   2.5   0.4   4.3   3.6   1.5   1.7   67562.   3.2  515.  -1.1  -0.5 0.043   18689.   0.6    9.   1.6   0.9 0.007  1.66  -1.29   0.80   8.1  6.2 33  75   -15  18  83.4  278  -232    47 999.9  3.90 999999.99 99999.99 99999.99     0.19     0.10     0.08 -1
2017  21  1 2502 51 51  57  34   5.9   5.6  10.4  61.3   2.6   4.8   1.0   4.1   2.7   0.3   1.9   1.5   0.8   0.7   63209.   3.2  511.  -2.3   0.1 0.041    9913.   0.4    7.   0.7   0.6 0.008  1.62  -1.38   0.73   7.7  6.1 33  75   -13  18  83.4   73   -35    39 999.9  3.90 999999.99 99999.99 99999.99     0.15     0.09     0.06 -1
2017  21  2 2502 51 51  62  36   4.8   3.6  11.1  86.3   0.2   3.5   0.7   3.1   1.8   0.4   3.0   1.2   1.6   2.3  102009.   3.9  502.  -1.2   0.4 0.048   22353.   0.4    9.   1.3   1.4 0.006  1.96  -0.90   1.62  10.3  6.7 33  75   -11  18  83.4   51    -9    42 999.9  3.90 999999.99 99999.99 99999.99     0.17     0.09     0.06 -1
2017  21  3 2502 51 51  60  34   4.9   2.9  -2.5  80.1   0.5   2.8  -0.1   2.7   0.7   0.3   3.8   1.2   1.9   3.1  121875.   4.5  506.  -0.9   1.0 0.045   18120.   0.3    6.   1.2   1.9 0.003  2.27  -0.35   1.95  11.0  6.7 13  75    -9   5  83.4   44    -8    37 999.9  3.90 999999.99 99999.99 99999.99     0.19     0.11     0.08 -1
2017  21  4 2502 51 51  60  37   4.1   3.0  25.7  88.8   0.1   2.7   1.3   2.3   1.9   0.5   2.7   1.3   1.7   1.6  152679.   4.8  501.  -0.7   0.2 0.046   21141.   0.4   10.   1.5   1.3 0.004  2.38  -0.95   3.34  13.4  6.8 13  75    -9   5  83.4   48   -12    36 999.9  3.90 999999.99 99999.99 99999.99     0.16     0.09     0.07 -1
2017  21  5 2502 51 51  58  35   3.6   2.4   5.0 110.1  -0.8   2.2   0.2   2.1   0.6   0.9   2.7   1.5   1.6   1.7  150146.   4.6  499.   0.0   1.0 0.046   25873.   0.4    7.   1.1   1.1 0.003  2.26  -0.30   4.11  14.9  7.0 13  75    -7   5  83.4   52   -18    34 999.9  3.90 999999.99 99999.99 99999.99     0.16     0.08     0.06 -1
2017  21  6 2502 51 51  60  36   4.2   3.7 -45.3 157.2  -2.4   1.0  -2.7   1.4  -2.5   0.5   1.8   0.9   1.1   1.1  124472.   4.2  493.   0.7   2.6 0.045   14297.   0.3    6.   0.7   0.7 0.004  2.01   1.23   2.50  12.0  6.8 20  75   -10   7  83.4  147   -87    60 999.9  3.90 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
2017  21  7 2502 51 51  62  37   4.1   3.7 -30.3 142.8  -2.5   1.9  -1.9   2.1  -1.7   0.3   1.7   1.1   1.1   0.6  115414.   4.0  492.   0.7   2.2 0.044   19183.   0.3    7.   1.2   0.7 0.004  1.90   0.84   2.41  12.0  6.8 20  75   -11   7  83.4  181  -118    63 999.9  3.90 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
2017  21  8 2502 51 51  61  37   3.9   3.0 -32.6  76.7   0.6   2.5  -1.6   2.6  -1.4   0.3   2.5   2.0   0.8   1.3   94825.   3.9  514.  -0.2   2.0 0.042   13089.   0.4   17.   1.3   1.3 0.005  2.01   0.72   2.38  13.0  7.4 20  75   -10   7  83.4  201  -147    53 999.9  3.90 999999.99 99999.99 99999.99     0.16     0.08     0.06 -1
2017  21  9 2502 51 51  57  35   4.0   3.6 -28.6 118.7  -1.5   2.8  -1.7   2.9  -1.5   0.3   1.7   1.3   0.7   0.9   99004.   3.8  496.  -0.8   2.2 0.048   21509.   0.4    9.   1.2   1.0 0.004  1.86   0.74   2.25  12.1  7.0 17  75   -11   6  83.4  169  -121    48 999.9  3.90 999999.99 99999.99 99999.99     0.16     0.09     0.06 -1
2017  21 10 2502 51 51  59  34   3.6   3.0 -10.4 151.5  -2.6   1.4  -0.5   1.4  -0.4   0.3   2.0   0.4   1.1   1.6  115324.   3.8  485.  -0.0   1.3 0.054   23940.   0.3    4.   1.1   1.3 0.006  1.82   0.19   2.97  13.1  7.0 17  75    -9   6  83.4  117   -79    38 999.9  3.90 999999.99 99999.99 99999.99     0.16     0.09     0.07 -1
2017  21 11 2502 51 51  59  36   3.6   3.4  -3.4 173.8  -3.4   0.4  -0.2   0.4  -0.2   0.1   1.0   0.3   0.8   0.5  122822.   4.5  478.   0.5   1.0 0.057   23782.   0.3    3.   1.8   0.9 0.004  2.11   0.10   3.63  14.1  6.9 17  75    -9   6  83.4   98   -70    27 999.9  3.90 999999.99 99999.99 99999.99     0.15     0.09     0.07 -1
2017  21 12 2502 51 51  60  37   3.7   3.3 -34.9 184.8  -2.7  -0.2  -1.9  -0.1  -1.9   0.2   1.6   0.3   1.6   0.4  120810.   4.1  481.   0.8   2.1 0.050   16233.   0.3    3.   1.6   0.5 0.003  1.90   0.91   3.10  13.2  6.9 13  75   -12   5  83.4   74   -39    35 999.9  3.90 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
2017  21 13 2502 51 51  61  37   3.7   2.1 -22.8 152.1  -1.7   0.9  -0.8   1.0  -0.7   0.2   3.0   0.8   2.9   0.7   98730.   3.8  486.  -0.4   1.3 0.049   16782.   0.3    5.   2.4   0.7 0.004  1.79   0.34   2.62  12.8  7.1 13  75   -12   5  83.4   94   -48    46 999.9  3.90 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
2017  21 14 2502 51 51  61  37   4.3   3.9  -1.9 131.9  -2.6   2.9  -0.1   2.9   0.2   0.2   1.8   0.9   0.7   1.4  106017.   4.4  482.  -1.8   1.3 0.049   14861.   0.3    7.   1.0   1.3 0.004  2.04  -0.10   2.32  11.8  6.8 13  75   -10   5  83.4  141   -99    42 999.9  3.90 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  21 15 2502 51 51  61  35   4.7   3.9  24.1  86.1   0.2   3.6   1.6   3.3   2.1   0.4   2.5   1.5   1.2   1.5   81979.   4.1  502.  -1.7  -0.2 0.047   18249.   0.5   10.   0.9   1.3 0.005  2.05  -1.05   1.62  10.8  7.0 17  75    -5   6  83.4  179  -155    25 999.9  3.90 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  21 16 2502 51 51  58  36   5.4   4.4  19.4  91.3  -0.1   4.2   1.5   3.8   2.3   0.4   3.0   1.6   1.3   2.1   91493.   5.4  502.  -1.3   0.5 0.048   12683.   0.8    4.   0.6   0.8 0.004  2.71  -1.15   1.69  10.8  6.9 17  75     3   6  83.4  170  -126    45 999.9  3.90 999999.99 99999.99 99999.99     0.16     0.09     0.07 -1
2017  21 17 2502 51 51  60  36   5.1   4.4 -23.4 136.8  -2.9   2.7  -1.7   3.0  -1.0   0.3   2.6   1.7   1.4   1.4  106087.   6.1  493.  -0.9   0.9 0.053   10883.   0.4    5.   0.9   0.9 0.009  3.00   0.49   2.29  11.9  6.9 17  75    -3   6  83.4  235  -221    14 999.9  3.90 999999.99 99999.99 99999.99     0.17     0.10     0.07 -1
2017  21 18 2502 51 51  59  36   4.9   4.5 -34.8 164.4  -3.6   1.0  -2.6   1.7  -2.2   0.8   2.1   1.5   1.2   1.0  119142.   6.3  492.  -0.6   0.9 0.050   13928.   0.4    5.   0.8   0.6 0.005  3.06   1.08   2.70  12.6  6.9 33  75    -8  18  83.4  180  -147    33 999.9  3.90 999999.99 99999.99 99999.99     0.16     0.09     0.07 -1
2017  21 19 2502 51 51  60  36   4.9   4.4 -39.1 176.6  -3.4   0.2  -2.8   1.1  -2.6   0.9   2.2   1.2   1.0   1.5  113508.   5.8  497.  -0.4   1.5 0.054   19891.   0.4    7.   0.9   1.0 0.005  2.91   1.29   2.43  12.2  6.9 33  75   -16  18  83.4  318  -249    69 999.9  3.90 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  21 20 2502 51 51  61  25   5.3   3.3  17.1 137.1  -2.3   2.1   1.0   1.6   1.7   0.3   4.1   2.5   1.2   3.0  115778.   6.0  496.  -2.1  -0.1 0.064   17898.   0.3    9.   1.7   1.8 0.005  3.10  -0.84   2.17  11.5  6.8 33  75   -19  18  83.4  428  -291   137 999.9  3.90 999999.99 99999.99 99999.99     0.15     0.09     0.07 -1
2017  21 21 2502 51 51  61  25   5.9   5.6 -47.2 170.3  -3.8   0.6  -4.1   2.1  -3.6   0.3   1.6   0.7   1.2   0.7  121828.   5.1  503.   0.3   1.8 0.051   13697.   0.4    6.   1.2   0.8 0.005  2.59   1.81   1.52   9.6  6.3 33  75   -16  18  83.4  328  -232    97 999.9  3.90 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  21 22 2502 51 51  60  28   5.3   3.5   8.6 121.9  -1.9   3.0   0.5   2.6   1.6   0.3   3.8   1.5   1.4   3.1  144493.   5.3  521.  -1.1  -1.4 0.055   28038.   0.5   12.   1.2   2.1 0.003  2.93  -0.83   2.14  11.3  6.7 33  75   -16  18  83.4  280  -201    78 999.9  3.90 999999.99 99999.99 99999.99     0.18     0.09     0.07 -1
2017  21 23 2502 51 51  60  32   5.8   5.4 -18.2 123.4  -2.8   4.3  -1.7   4.6   0.1   0.4   1.9   1.0   0.7   1.5  150920.   4.8  519.  -1.4   0.2 0.048   28931.   0.5    6.   0.9   1.0 0.005  2.57  -0.05   1.66   9.8  6.3 33  75   -13  18  83.4  201  -144    57 999.9  3.90 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  22  0 2503 51 51  59  32   6.4   6.3 -37.1 144.7  -4.1   2.9  -3.8   4.1  -2.4   0.1   0.9   0.7   0.4   0.6  126301.   4.5  514.  -0.8   1.0 0.038   18631.   0.3    4.   0.7   0.6 0.004  2.29   1.23   1.16   8.5  6.0 33  68   -12  18  84.0  213  -137    76 999.9  3.92 999999.99 99999.99 99999.99     0.16     0.09     0.06 -1
2017  22  1 2503 51 51  60  37   7.3   7.3 -41.7 174.9  -5.4   0.5  -4.9   2.3  -4.4   0.5   0.9   0.3   0.6   0.6   78044.   3.6  505.  -0.1   1.5 0.029   12418.   0.4    2.   0.7   0.5 0.003  1.71   2.22   0.58   6.6  5.4 33  68   -23  18  84.0  388  -230   158 999.9  3.92 999999.99 99999.99 99999.99     0.19     0.09     0.07 -1
2017  22  2 2503 51 51  62  36   7.7   6.6 -17.3 141.9  -5.0   3.9  -2.0   4.3  -0.6   0.4   3.8   1.7   2.3   2.5  118181.   4.7  505.  -1.2   0.5 0.047   26436.   0.7    7.   1.2   1.3 0.008  2.38   0.30   0.81   7.1  5.4 33  68   -29  18  84.0  422  -244   178 999.9  3.92 999999.99 99999.99 99999.99     0.19     0.11     0.08 -1
2017  22  3 2503 51 51  60  35   7.4   6.7  38.7  73.4   1.5   5.0   4.2   3.5   5.5   0.5   2.9   1.7   1.8   1.5  113669.   3.7  527.  -0.9  -1.8 0.051   16826.   0.4   10.   1.3   0.9 0.005  2.07  -2.90   0.68   6.8  5.4 27  68   -25  12  84.0  175   -61   114 999.9  3.92 999999.99 99999.99 99999.99     0.16     0.09     0.07 -1
2017  22  4 2503 51 51  58  35   6.9   5.4  29.4  74.0   1.3   4.5   2.7   3.7   3.7   0.6   4.3   2.1   2.3   3.0  105352.   4.1  523.  -1.5  -1.2 0.046   19692.   0.8   10.   1.0   1.6 0.006  2.22  -1.94   0.84   7.7  5.8 27  68   -13  12  84.0   57   -20    37 999.9  3.92 999999.99 99999.99 99999.99     0.18     0.09     0.07 -1
2017  22  5 2503 51 51  61  36   6.1   4.9  16.9  96.9  -0.6   4.6   1.4   4.2   2.3   0.2   3.5   1.1   1.8   2.8  115558.   4.3  515.  -1.4  -0.9 0.053   16741.   0.4    7.   1.7   1.8 0.006  2.31  -1.18   1.17   8.8  6.2 27  68   -10  12  84.0   49   -28    21 999.9  3.92 999999.99 99999.99 99999.99     0.17     0.09     0.07 -1
2017  22  6 2503 51 51  62  38   5.5   4.4 -18.2  92.7  -0.2   4.1  -1.4   4.3  -0.7   0.2   3.2   1.9   1.2   2.3  131391.   4.2  525.  -1.4   1.0 0.054   17256.   0.3   16.   1.3   1.8 0.006  2.35   0.37   1.50   9.8  6.5 23  68    -9   9  84.0   75   -48    27 999.9  3.92 999999.99 99999.99 99999.99     0.18     0.10     0.07 -1
